"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:37:30",12,"ERAMO10",1,"ERAMO10",1
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:37:30",0,"ERAMO10",1,"GIORG",2
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:37:30",1,"ERAMO10",1,"ERAMO10",1
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:37:33",2,"ERAMO10",1,"ERAMO10",1
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:45:40",15,"ERAMO10",1,"ERAMO10",1
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:46:22",14,"ERAMO10",1,"ERAMO10",1
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:46:26",15,"ERAMO10",1,"ERAMO10",1
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:46:35",14,"ERAMO10",1,"ERAMO10",1
"36-30-92-16","0067b955987542138ef6b5793b5e1d0a","2019-10-03","16:47:21",3,"ERAMO10",1,"GIORG",2
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","15:53:19",12,"ERAMO4",1,"ERAMO4",1
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","15:53:19",0,"ERAMO4",1,"RULES",2
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","15:53:19",1,"ERAMO4",1,"ERAMO4",1
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","15:53:33",2,"ERAMO4",1,"ERAMO4",1
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","15:56:08",15,"ERAMO4",1,"ERAMO4",1
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","15:56:54",14,"ERAMO4",1,"ERAMO4",1
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","16:07:15",15,"ERAMO4",1,"ERAMO4",1
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","16:07:57",14,"ERAMO4",1,"ERAMO4",1
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-09-30","16:14:13",3,"ERAMO4",1,"RULES",2
"25-21-49-04","00c8ce64fe7d434f84d64e961f545a79","2019-10-04","20:02:20",6,"admin",4,"",
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:15:54",12,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:15:54",0,"ERAMO10",1,"GIORG",2
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:15:54",1,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:15:59",2,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:23:05",15,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:23:29",14,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:23:34",15,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:23:44",14,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:27:35",15,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:27:43",14,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:28:27",15,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:33:23",14,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","17:35:17",3,"ERAMO10",1,"GIORG",2
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","20:25:01",4,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","20:25:01",14,"ERAMO10",1,"ERAMO10",1
"65-43-42-69","1011c2eddf2b4896b6c5a3a39ccbadaf","2019-10-03","20:25:41",3,"ERAMO10",1,"GIORG",2
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:21:53",12,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:21:53",0,"ERAMO1",1,"RULES",2
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:21:53",1,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:22:11",2,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:22:56",15,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:22:58",14,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:27:31",15,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:27:38",14,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:28:36",3,"ERAMO1",1,"RULES",2
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:32:35",4,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:32:35",14,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:38:04",15,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:38:05",14,"ERAMO1",1,"ERAMO1",1
"77-06-67-30","11f1b33a479b47a1b69e19f94e022a64","2019-09-27","18:45:01",3,"ERAMO1",1,"RULES",2
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:36:01",12,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:36:01",0,"ERAMO10",1,"GIORG",2
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:36:01",1,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:36:05",2,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:43:02",3,"ERAMO10",1,"GIORG",2
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:43:49",4,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:43:49",14,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:45:08",15,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:45:11",14,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-02","16:45:40",3,"ERAMO10",1,"GIORG",2
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-03","14:29:17",4,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-03","14:29:17",14,"ERAMO10",1,"ERAMO10",1
"50-22-36-53","16b9280b8d654643a96a5f4370d6e720","2019-10-03","14:30:41",3,"ERAMO10",1,"GIORG",2
"08-86-84-51","191252af015d45139bdae2e9445d0055","2019-10-03","16:24:03",12,"ERAMO10",1,"ERAMO10",1
"08-86-84-51","191252af015d45139bdae2e9445d0055","2019-10-03","16:24:03",0,"ERAMO10",1,"GIORG",2
"08-86-84-51","191252af015d45139bdae2e9445d0055","2019-10-03","16:24:03",1,"ERAMO10",1,"ERAMO10",1
"08-86-84-51","191252af015d45139bdae2e9445d0055","2019-10-03","16:24:07",2,"ERAMO10",1,"ERAMO10",1
"08-86-84-51","191252af015d45139bdae2e9445d0055","2019-10-03","16:28:46",15,"ERAMO10",1,"ERAMO10",1
"08-86-84-51","191252af015d45139bdae2e9445d0055","2019-10-03","16:29:22",14,"ERAMO10",1,"ERAMO10",1
"08-86-84-51","191252af015d45139bdae2e9445d0055","2019-10-03","16:35:25",3,"ERAMO10",1,"GIORG",2
"67-78-81-26","1ee18f378ee54e79b935488eef856ad7","2019-10-01","02:29:42",12,"ERAMO10",1,"ERAMO10",1
"67-78-81-26","1ee18f378ee54e79b935488eef856ad7","2019-10-01","02:29:42",0,"ERAMO10",1,"GIORG",2
"67-78-81-26","1ee18f378ee54e79b935488eef856ad7","2019-10-01","02:29:42",1,"ERAMO10",1,"ERAMO10",1
"67-78-81-26","1ee18f378ee54e79b935488eef856ad7","2019-10-01","02:29:45",2,"ERAMO10",1,"ERAMO10",1
"67-78-81-26","1ee18f378ee54e79b935488eef856ad7","2019-10-01","02:31:23",3,"ERAMO10",1,"GIORG",2
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-01","16:41:18",12,"ERAMO3",1,"ERAMO3",1
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-01","16:41:18",0,"ERAMO3",1,"RULES",2
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-01","16:41:18",1,"ERAMO3",1,"ERAMO3",1
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-01","16:41:21",2,"ERAMO3",1,"ERAMO3",1
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-01","16:42:01",15,"ERAMO3",1,"ERAMO3",1
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-01","16:43:32",14,"ERAMO3",1,"ERAMO3",1
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-01","16:47:51",3,"ERAMO3",1,"RULES",2
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-02","21:16:47",4,"ERAMO3",1,"ERAMO3",1
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-02","21:16:47",14,"ERAMO3",1,"ERAMO3",1
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-02","21:17:12",3,"ERAMO3",1,"RULES",2
"29-53-62-96","1f451451d9bb4356a076cd03cf6f5395","2019-10-04","20:27:52",6,"admin",4,"",
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:30:30",12,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:30:30",0,"ERAMO7",1,"GIORG",2
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:30:30",1,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:30:35",2,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:36:55",15,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:42:33",14,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:51:07",3,"ERAMO7",1,"GIORG",2
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:52:45",4,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:52:47",14,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-09-30","15:53:55",3,"ERAMO7",1,"GIORG",2
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-10-01","01:47:17",4,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-10-01","01:47:17",14,"ERAMO7",1,"ERAMO7",1
"54-31-39-72","25e3002992ec48679df3270aea8b3662","2019-10-01","01:48:39",3,"ERAMO7",1,"GIORG",2
"58-37-62-10","2e39f4002b7047e6806361ababbc884f","2019-10-01","17:10:05",12,"ERAMO4",1,"ERAMO4",1
"58-37-62-10","2e39f4002b7047e6806361ababbc884f","2019-10-01","17:10:05",0,"ERAMO4",1,"RULES",2
"58-37-62-10","2e39f4002b7047e6806361ababbc884f","2019-10-01","17:10:05",1,"ERAMO4",1,"ERAMO4",1
"58-37-62-10","2e39f4002b7047e6806361ababbc884f","2019-10-01","17:10:09",2,"ERAMO4",1,"ERAMO4",1
"58-37-62-10","2e39f4002b7047e6806361ababbc884f","2019-10-01","17:19:11",3,"ERAMO4",1,"RULES",2
"58-37-62-10","2e39f4002b7047e6806361ababbc884f","2019-10-04","18:48:15",6,"admin",4,"",
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","15:53:21",12,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","15:53:21",0,"ERAMO1",1,"RULES",2
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","15:53:21",1,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","15:53:25",2,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","15:55:48",15,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","15:58:05",14,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:00:45",15,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:21:17",14,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:29:24",15,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:30:04",14,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:30:46",15,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:30:52",14,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:34:09",15,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:34:22",14,"ERAMO1",1,"ERAMO1",1
"07-42-68-66","35f3597b869c44b982828854148c49fd","2019-09-30","16:35:59",3,"ERAMO1",1,"RULES",2
"78-64-98-20","3c460462d6514825803a09ce35df7025","2019-10-02","17:04:41",12,"ERAMO10",1,"ERAMO10",1
"78-64-98-20","3c460462d6514825803a09ce35df7025","2019-10-02","17:04:41",0,"ERAMO10",1,"GIORG",2
"78-64-98-20","3c460462d6514825803a09ce35df7025","2019-10-02","17:04:41",1,"ERAMO10",1,"ERAMO10",1
"78-64-98-20","3c460462d6514825803a09ce35df7025","2019-10-02","17:04:45",2,"ERAMO10",1,"ERAMO10",1
"78-64-98-20","3c460462d6514825803a09ce35df7025","2019-10-02","17:10:21",3,"ERAMO10",1,"GIORG",2
"78-64-98-20","3c460462d6514825803a09ce35df7025","2019-10-03","14:30:52",4,"ERAMO10",1,"ERAMO10",1
"78-64-98-20","3c460462d6514825803a09ce35df7025","2019-10-03","14:30:53",14,"ERAMO10",1,"ERAMO10",1
"78-64-98-20","3c460462d6514825803a09ce35df7025","2019-10-03","14:32:25",3,"ERAMO10",1,"GIORG",2
"70-77-87-59","3c92d73814b84f5eb49695b657083cb8","2019-09-30","17:04:50",12,"ERAMO3",1,"ERAMO3",1
"70-77-87-59","3c92d73814b84f5eb49695b657083cb8","2019-09-30","17:04:50",0,"ERAMO3",1,"RULES",2
"70-77-87-59","3c92d73814b84f5eb49695b657083cb8","2019-09-30","17:04:50",1,"ERAMO3",1,"ERAMO3",1
"70-77-87-59","3c92d73814b84f5eb49695b657083cb8","2019-09-30","17:04:59",2,"ERAMO3",1,"ERAMO3",1
"70-77-87-59","3c92d73814b84f5eb49695b657083cb8","2019-09-30","17:15:55",15,"ERAMO3",1,"ERAMO3",1
"70-77-87-59","3c92d73814b84f5eb49695b657083cb8","2019-09-30","17:16:05",14,"ERAMO3",1,"ERAMO3",1
"70-77-87-59","3c92d73814b84f5eb49695b657083cb8","2019-09-30","17:18:05",3,"ERAMO3",1,"RULES",2
"70-77-87-59","3c92d73814b84f5eb49695b657083cb8","2019-10-04","20:36:00",6,"admin",4,"",
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:11:04",12,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:11:04",0,"ERAMO7",1,"GIORG",2
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:11:04",1,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:11:29",15,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:46:02",14,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:46:19",15,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:47:20",14,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:48:02",15,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","14:48:03",14,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","15:03:49",15,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","15:03:52",14,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","15:03:52",15,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","15:09:24",14,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","15:17:14",15,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","15:17:57",14,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-09-30","15:20:42",3,"ERAMO7",1,"GIORG",2
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-10-01","01:58:27",4,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-10-01","01:58:27",14,"ERAMO7",1,"ERAMO7",1
"55-95-73-76","43382bb17dff47429221517d606ceac1","2019-10-01","01:59:08",3,"ERAMO7",1,"GIORG",2
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-01","16:51:28",12,"ERAMO10",1,"ERAMO10",1
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-01","16:51:28",0,"ERAMO10",1,"GIORG",2
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-01","16:51:28",1,"ERAMO10",1,"ERAMO10",1
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-01","16:51:31",2,"ERAMO10",1,"ERAMO10",1
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-01","16:54:15",15,"ERAMO10",1,"ERAMO10",1
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-01","16:54:22",14,"ERAMO10",1,"ERAMO10",1
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-01","16:55:23",3,"ERAMO10",1,"GIORG",2
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-02","20:51:54",4,"ERAMO10",1,"ERAMO10",1
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-02","20:51:55",14,"ERAMO10",1,"ERAMO10",1
"04-59-39-62","43e26796f47645288e6e6a806ea76592","2019-10-02","21:03:34",3,"ERAMO10",1,"GIORG",2
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","15:57:47",12,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","15:57:47",0,"ERAMO6",1,"GIORG",2
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","15:57:47",1,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","15:58:17",2,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:01:53",15,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:02:08",14,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:07:21",15,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:12:02",14,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:24:06",15,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:25:23",14,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:27:04",15,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:29:21",14,"ERAMO6",1,"ERAMO6",1
"24-07-91-89","46294dbd8881403596f29085c5afcef5","2019-09-26","16:31:22",3,"ERAMO6",1,"GIORG",2
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","16:58:49",12,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","16:58:49",0,"ERAMO10",1,"GIORG",2
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","16:58:49",1,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","16:58:54",2,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","17:02:30",15,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","17:02:37",14,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","17:03:54",15,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","17:16:08",14,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","17:16:11",15,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","17:19:18",14,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-01","17:22:28",3,"ERAMO10",1,"GIORG",2
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-02","21:05:51",4,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-02","21:05:51",14,"ERAMO10",1,"ERAMO10",1
"56-17-32-17","486df450df8145118f5796b2a954f5d6","2019-10-02","21:07:33",3,"ERAMO10",1,"GIORG",2
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:00:50",12,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:00:50",0,"ERAMO1",1,"RULES",2
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:00:50",1,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:00:59",2,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:03:29",15,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:04:23",14,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:05:26",15,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:12:43",14,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:12:45",15,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:51:48",14,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:55:02",15,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:58:04",14,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:58:17",15,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","15:58:47",14,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","16:00:17",15,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","16:00:25",14,"ERAMO1",1,"ERAMO1",1
"73-95-78-35","4a7f065e1e2243dd8a05d52fb98f430b","2019-10-02","16:04:01",3,"ERAMO1",1,"RULES",2
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","15:51:50",12,"ERAMO7",1,"ERAMO7",1
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","15:51:50",0,"ERAMO7",1,"GIORG",2
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","15:51:50",1,"ERAMO7",1,"ERAMO7",1
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","15:51:56",15,"ERAMO7",1,"ERAMO7",1
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","15:52:02",14,"ERAMO7",1,"ERAMO7",1
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","15:52:06",15,"ERAMO7",1,"ERAMO7",1
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","15:54:08",14,"ERAMO7",1,"ERAMO7",1
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","16:07:28",15,"ERAMO7",1,"ERAMO7",1
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","16:24:48",14,"ERAMO7",1,"ERAMO7",1
"58-57-15-91","4b954ad8d46840728951b79c84428f1e","2019-09-30","16:25:46",15,"ERAMO7",1,"ERAMO7",1
