"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:32:35",1,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:32:39",2,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:33:29",15,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:34:42",14,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:34:56",15,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:36:42",14,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:43:46",15,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:45:48",14,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:46:19",15,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:49:57",14,"ERAMO3",1,"ERAMO3",1
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-04","15:50:46",3,"ERAMO3",1,"RULES",2
"54-02-77-84","5554630de12b4c14bd01e13b3199840b","2019-10-16","14:48:28",6,"admin",4,"",
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","18:23:49",12,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","18:23:49",0,"ERAMO6",1,"GIORG",2
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","18:23:49",1,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","18:24:29",2,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","18:29:44",15,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","19:30:27",14,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","19:32:46",15,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","19:36:20",14,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","19:44:24",15,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","19:44:50",14,"ERAMO6",1,"ERAMO6",1
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-07","19:48:07",3,"ERAMO6",1,"GIORG",2
"51-12-09-54","5652d8d95fef448eaafdc254017df336","2019-10-16","14:10:25",7,"admin",4,"ERAMO6",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","16:37:31",12,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","16:37:31",0,"ERAMO5",1,"RULES",2
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","16:37:31",1,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","16:37:44",2,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","16:44:15",15,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","16:50:24",14,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","16:55:23",15,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","17:02:55",14,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","17:09:49",15,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","17:09:59",14,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-07","17:11:01",3,"ERAMO5",1,"RULES",2
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-10","16:22:06",4,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-10","16:22:06",14,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-10","16:26:36",15,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-10","16:26:43",14,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-10","16:30:29",3,"ERAMO5",1,"RULES",2
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-11","17:22:42",4,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-11","17:22:43",14,"ERAMO5",1,"ERAMO5",1
"63-98-73-71","569f6a1be8a2404f89b947e8aa977f20","2019-10-11","17:23:01",3,"ERAMO5",1,"RULES",2
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:03:30",12,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:03:30",0,"ERAMO7",1,"GIORG",2
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:03:30",1,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:07:18",2,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:14:49",15,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:15:46",14,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:17:45",15,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:24:37",14,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","16:25:51",3,"ERAMO7",1,"GIORG",2
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","20:25:42",4,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","20:25:42",14,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","20:33:50",15,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","20:35:04",14,"ERAMO7",1,"ERAMO7",1
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-02","20:39:22",3,"ERAMO7",1,"GIORG",2
"03-05-58-94","58508653032d427990bea8c7b490a491","2019-10-14","19:00:11",6,"admin",4,"",
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:01:30",12,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:01:30",0,"ERAMO6",1,"GIORG",2
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:01:30",1,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:01:39",2,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:03:14",15,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:06:25",14,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:08:05",15,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:10:03",14,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:15:56",15,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:31:43",14,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","15:39:40",15,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","20:52:15",14,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","20:54:07",15,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","20:55:33",14,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","20:56:48",15,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","20:57:16",14,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","20:57:24",15,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","21:02:33",14,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","21:13:28",3,"ERAMO6",1,"GIORG",2
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","21:17:27",4,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","21:17:27",14,"ERAMO6",1,"ERAMO6",1
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-02","21:18:39",3,"ERAMO6",1,"GIORG",2
"26-48-02-56","589f733ce0164ce0a9a691c442993bd1","2019-10-16","15:22:23",6,"admin",4,"",
"19-37-12-46","5b9fd12ff2084b83b3c667c379c8be7a","2019-10-07","16:12:15",12,"ERAMO10",1,"ERAMO10",1
"19-37-12-46","5b9fd12ff2084b83b3c667c379c8be7a","2019-10-07","16:12:15",0,"ERAMO10",1,"GIORG",2
"19-37-12-46","5b9fd12ff2084b83b3c667c379c8be7a","2019-10-07","16:12:15",1,"ERAMO10",1,"ERAMO10",1
"19-37-12-46","5b9fd12ff2084b83b3c667c379c8be7a","2019-10-07","16:12:18",2,"ERAMO10",1,"ERAMO10",1
"19-37-12-46","5b9fd12ff2084b83b3c667c379c8be7a","2019-10-07","16:18:44",15,"ERAMO10",1,"ERAMO10",1
"19-37-12-46","5b9fd12ff2084b83b3c667c379c8be7a","2019-10-07","16:19:05",14,"ERAMO10",1,"ERAMO10",1
"19-37-12-46","5b9fd12ff2084b83b3c667c379c8be7a","2019-10-07","16:22:18",3,"ERAMO10",1,"GIORG",2
"19-37-12-46","5b9fd12ff2084b83b3c667c379c8be7a","2019-10-15","20:11:26",6,"admin",4,"",
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","15:36:53",12,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","15:36:53",0,"ERAMO7",1,"GIORG",2
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","15:36:53",1,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","15:36:57",2,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","16:06:26",15,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","16:07:13",14,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","16:19:39",15,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","16:19:44",14,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-08","16:22:04",3,"ERAMO7",1,"GIORG",2
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","16:33:27",4,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","16:33:29",14,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","16:34:43",3,"ERAMO7",1,"GIORG",2
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","18:42:36",4,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","18:42:38",14,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","18:52:33",3,"ERAMO7",1,"GIORG",2
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","19:02:36",4,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","19:02:37",14,"ERAMO7",1,"ERAMO7",1
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-10","19:02:44",3,"ERAMO7",1,"GIORG",2
"39-31-37-02","5e750539241d459fbace3923813079f0","2019-10-14","18:37:35",6,"admin",4,"",
"99-53-17-80","5f1f1753ad754a53ab2b7e86d5398738","2019-10-08","17:31:37",12,"ERAMO7",1,"ERAMO7",1
"99-53-17-80","5f1f1753ad754a53ab2b7e86d5398738","2019-10-08","17:31:37",0,"ERAMO7",1,"GIORG",2
"99-53-17-80","5f1f1753ad754a53ab2b7e86d5398738","2019-10-08","17:31:37",1,"ERAMO7",1,"ERAMO7",1
"99-53-17-80","5f1f1753ad754a53ab2b7e86d5398738","2019-10-08","17:32:19",3,"ERAMO7",1,"GIORG",2
"99-53-17-80","5f1f1753ad754a53ab2b7e86d5398738","2019-10-14","18:46:15",7,"admin",4,"ERAMO7",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:20:02",12,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:20:02",0,"ERAMO4",1,"RULES",2
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:20:02",1,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:20:12",2,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:33:17",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:33:26",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:35:42",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:35:50",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","17:35:53",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","18:17:34",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","18:23:41",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:14:58",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:15:53",3,"ERAMO4",1,"RULES",2
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:16:05",4,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:16:05",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:16:23",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:17:03",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:17:33",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:18:09",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:18:17",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:18:35",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-03","22:18:48",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-04","01:47:17",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-04","01:58:02",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-04","05:22:39",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-04","05:22:46",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-04","05:22:57",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-04","05:23:02",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-07","04:02:25",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-07","04:07:44",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-07","04:09:33",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-07","04:09:46",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-07","04:24:48",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-07","04:26:00",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-07","04:26:20",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-07","04:26:29",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-08","15:42:42",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-08","15:46:34",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-08","15:47:08",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-08","15:47:12",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-08","15:47:18",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-08","15:47:35",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","17:55:55",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:07:58",3,"ERAMO4",1,"RULES",2
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:08:30",4,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:08:30",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:08:53",3,"ERAMO4",1,"RULES",2
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:08:59",4,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:08:59",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:09:00",15,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:09:00",14,"ERAMO4",1,"ERAMO4",1
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-11","18:09:25",3,"ERAMO4",1,"RULES",2
"78-08-56-55","6129d0963c1748bd83f0147956e94b2c","2019-10-15","20:49:17",6,"admin",4,"",
"77-74-10-53","6187b8c4c0fe47a493b63448174ae004","2019-10-07","15:09:28",12,"ERAMO3",1,"ERAMO3",1
"77-74-10-53","6187b8c4c0fe47a493b63448174ae004","2019-10-07","15:09:28",0,"ERAMO3",1,"RULES",2
"77-74-10-53","6187b8c4c0fe47a493b63448174ae004","2019-10-07","15:09:28",1,"ERAMO3",1,"ERAMO3",1
"77-74-10-53","6187b8c4c0fe47a493b63448174ae004","2019-10-07","15:09:37",2,"ERAMO3",1,"ERAMO3",1
"77-74-10-53","6187b8c4c0fe47a493b63448174ae004","2019-10-07","15:21:46",3,"ERAMO3",1,"RULES",2
"77-74-10-53","6187b8c4c0fe47a493b63448174ae004","2019-10-16","14:46:44",6,"admin",4,"",
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:09:19",12,"ERAMO6",1,"ERAMO6",1
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:09:19",0,"ERAMO6",1,"GIORG",2
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:09:19",1,"ERAMO6",1,"ERAMO6",1
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:09:22",2,"ERAMO6",1,"ERAMO6",1
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:12:41",15,"ERAMO6",1,"ERAMO6",1
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:13:08",14,"ERAMO6",1,"ERAMO6",1
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:13:13",15,"ERAMO6",1,"ERAMO6",1
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:13:17",14,"ERAMO6",1,"ERAMO6",1
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-07","20:14:18",3,"ERAMO6",1,"GIORG",2
"39-20-84-48","628ae84cf23945da90ffd52772ffaf25","2019-10-16","13:54:57",6,"admin",4,"",
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:30:35",12,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:30:35",0,"ERAMO5",1,"RULES",2
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:30:35",1,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:30:39",2,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:35:56",15,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:37:21",14,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:46:35",15,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:52:50",14,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:56:18",15,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:56:22",14,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:56:26",15,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:56:36",14,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-08","16:57:10",3,"ERAMO5",1,"RULES",2
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-10","19:05:58",4,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-10","19:05:59",14,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-10","19:08:52",3,"ERAMO5",1,"RULES",2
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-11","17:29:58",4,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-11","17:29:59",14,"ERAMO5",1,"ERAMO5",1
"23-96-89-48","65622fc1d42b46ec94e1e533f9811bac","2019-10-11","17:30:07",3,"ERAMO5",1,"RULES",2
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:20:44",12,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:20:44",0,"ERAMO6",1,"GIORG",2
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:20:44",1,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:21:03",2,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:22:02",15,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:23:55",14,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:29:05",15,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:30:10",14,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:31:42",15,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:32:01",14,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:34:06",15,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:34:09",14,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-09-30","15:34:11",15,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-10-02","20:43:09",14,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-10-02","20:45:25",15,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-10-02","20:46:09",14,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-10-02","20:46:58",15,"ERAMO6",1,"ERAMO6",1
"60-39-94-75","65f14215ce354a648d944a1b26388e8e","2019-10-02","21:20:42",14,"ERAMO6",1,"ERAMO6",1
